"Scenario","pMIC","outcome","log10_median_annual_risk","log10_p025_annual_risk","log10_p125_annual_risk","log10_p25_annual_risk","log10_p75_annual_risk","log10_p875_annual_risk","log10_p975_annual_risk"
"Undercooked shrimp consumption",7.2,"Less likely treatable",-6.44836311084534,-8.36016950431344,-7.53801533222216,-7.05399004271923,-5.90413150123932,-5.55540536261687,-4.97962422662292
"Undercooked shrimp consumption",7.3,"Less likely treatable",-6.45015328506256,-8.36195967610398,-7.5398055084243,-7.05578021699888,-5.90592167530117,-5.55719553671308,-4.98141439973533
"Undercooked shrimp consumption",7.4,"Less likely treatable",-6.45190401691774,-8.36371041033298,-7.5415562397884,-7.0575309488337,-5.9076724069725,-5.55894626854481,-4.98316513071595
"Undercooked shrimp consumption",7.5,"Less likely treatable",-6.4535642306735,-8.36537062305865,-7.54321645314361,-7.05919116294638,-5.90933262046867,-5.560606482138,-4.98482534362943
"Undercooked shrimp consumption",7.6,"Less likely treatable",-6.45512519954438,-8.36693159255382,-7.54477742117544,-7.06075213081428,-5.91089358919836,-5.56216745091286,-4.98638631188077
"Undercooked shrimp consumption",7.7,"Less likely treatable",-6.45665941567601,-8.36846581003222,-7.54631163783933,-7.06228634712143,-5.91242780536785,-5.56370166729213,-4.98792052788501
"Undercooked shrimp consumption",7.8,"Less likely treatable",-6.45809840663781,-8.36990479647974,-7.54775062898455,-7.06372533846963,-5.91386679612973,-5.56514065822635,-4.98935951852916
"Undercooked shrimp consumption",7.9,"Less likely treatable",-6.45953629689702,-8.37134269016797,-7.54918851954979,-7.06516322848727,-5.91530468618372,-5.56657854855533,-4.99079740867914
"Undercooked shrimp consumption",8,"Less likely treatable",-6.46083358671881,-8.37263998331476,-7.5504858074472,-7.06646051800479,-5.91660197602403,-5.56787583849076,-4.99209469856965
"Undercooked shrimp consumption",8.1,"Less likely treatable",-6.4621230991432,-8.37392949501125,-7.55177531987959,-7.06775003058143,-5.91789148843191,-5.56916535113317,-4.9933842112074
"Undercooked shrimp consumption",8.2,"Less likely treatable",-6.46339699063456,-8.37520338032001,-7.55304921097005,-7.06902392239731,-5.9191653797737,-5.57043924277027,-4.99465810294966
"Undercooked shrimp consumption",8.3,"Less likely treatable",-6.46453373683575,-8.3763401285985,-7.55418595621158,-7.07016066862571,-5.92030212600077,-5.57157598916736,-4.99579484946382
"Undercooked shrimp consumption",8.4,"Less likely treatable",-6.46570689991742,-8.37751328661217,-7.55535912005742,-7.07133383173685,-5.92147528912857,-5.57274915255897,-4.99696801308845
"Undercooked shrimp consumption",8.5,"Less likely treatable",-6.46679020706478,-8.37859659182022,-7.55644242845363,-7.07241713907238,-5.92255859618989,-5.57383245977136,-4.99805132056622
"Undercooked shrimp consumption",8.6,"Less likely treatable",-6.46781400695385,-8.37962039914464,-7.55746622735343,-7.07344093827602,-5.92358239609805,-5.57485625990482,-4.99907512098551
"Undercooked shrimp consumption",8.7,"Less likely treatable",-6.46883254725567,-8.38063893314186,-7.55848476768483,-7.07445947809251,-5.92460093635347,-5.57587480041685,-5.00009366186683
"Undercooked shrimp consumption",8.8,"Less likely treatable",-6.46977383741212,-8.38158022476182,-7.55942605742388,-7.07540076889136,-5.92554222652877,-5.57681609077863,-5.0010349525998
"Undercooked shrimp consumption",8.9,"Less likely treatable",-6.47072047890366,-8.38252686844864,-7.56037269976209,-7.07634741013213,-5.92648886793368,-5.57776273254912,-5.00198159475491
"Undercooked shrimp consumption",9,"Less likely treatable",-6.47160906134671,-8.38341544938675,-7.56126128115614,-7.07723599286755,-5.92737745044352,-5.57865131530667,-5.00287017793389
"Undercooked shrimp consumption",9.1,"Less likely treatable",-6.47242898616457,-8.38423538305824,-7.56208120796224,-7.07805591748802,-5.92819737533396,-5.5794712403792,-5.00369010343735
"Undercooked shrimp consumption",9.2,"Less likely treatable",-6.47325920971308,-8.38506559727122,-7.56291143064938,-7.07888614114071,-5.92902759879247,-5.58030146406492,-5.00452032759133
"Undercooked shrimp consumption",9.3,"Less likely treatable",-6.47404741733893,-8.38585381233044,-7.5636996378457,-7.07967434884157,-5.92981580640807,-5.58108967196925,-5.00530853597133
"Undercooked shrimp consumption",9.4,"Less likely treatable",-6.47477287437158,-8.38657926464523,-7.56442509417943,-7.08039980597287,-5.93054126350946,-5.58181512927879,-5.00603399376069
"Undercooked shrimp consumption",9.5,"Less likely treatable",-6.47552354887802,-8.38732993994341,-7.56517576913441,-7.08115047976248,-5.93129193801511,-5.5825658039862,-5.0067846689673
"Undercooked shrimp consumption",9.6,"Less likely treatable",-6.47620287720357,-8.38800926250441,-7.56585509772612,-7.08182980834401,-5.93197126631121,-5.58324513253568,-5.00746399799612
"Undercooked shrimp consumption",9.7,"Less likely treatable",-6.4768699043831,-8.38867630012339,-7.56652212467419,-7.08249683502133,-5.932638293645,-5.58391216004995,-5.00813102601335
"Undercooked shrimp consumption",9.8,"Less likely treatable",-6.47751703828526,-8.38932342662793,-7.56716925953927,-7.08314396902851,-5.9332854275194,-5.58455929418466,-5.00877816066773
"Undercooked shrimp consumption",9.9,"Less likely treatable",-6.47813202180578,-8.38993841421554,-7.56778424210358,-7.08375895262391,-5.93390041085775,-5.58517427776775,-5.00939314473979
"Undercooked shrimp consumption",10,"Less likely treatable",-6.47871694450398,-8.3905233324801,-7.5683691651197,-7.08434387558732,-5.93448533387224,-5.5857592009651,-5.00997806844367
"Hand-mediated cross-contamination",0,"More likely treatable",-6.58329991265369,-8.64299455092538,-7.74579872445568,-7.22756614164585,-5.99852070676541,-5.62641219946789,-4.98087238869759
"Hand-mediated cross-contamination",0.1,"More likely treatable",-6.6054658921297,-8.66516054164535,-7.76796470917006,-7.24973212386692,-6.02068666601807,-5.64857814143373,-5.00303811109188
"Hand-mediated cross-contamination",0.2,"More likely treatable",-6.62597840337113,-8.68567303569227,-7.78847722778141,-7.27024463729399,-6.04119915723568,-5.66909061719815,-5.02355037572974
"Hand-mediated cross-contamination",0.3,"More likely treatable",-6.64600851295935,-8.7057031645996,-7.80850734093001,-7.29027475015714,-6.06122924872106,-5.68912069424367,-5.04358025593506
"Hand-mediated cross-contamination",0.4,"More likely treatable",-6.66548310486721,-8.72517775026287,-7.82798193661723,-7.30974934440476,-6.08070382449723,-5.7085952566912,-5.06305464047102
"Hand-mediated cross-contamination",0.5,"More likely treatable",-6.68479214004819,-8.74448679204149,-7.84729097265588,-7.32905838240528,-6.1000128442246,-5.72790426376437,-5.08236347779394
"Hand-mediated cross-contamination",0.6,"More likely treatable",-6.70363201603924,-8.76332668323999,-7.86613084949594,-7.34789826125564,-6.11885270518739,-5.74674411287654,-5.10120317091555
"Hand-mediated cross-contamination",0.7,"More likely treatable",-6.72191342066132,-8.7816081055831,-7.88441226062678,-7.36617966748654,-6.13713409694441,-5.76502549375603,-5.11948440914667
"Hand-mediated cross-contamination",0.8,"More likely treatable",-6.73989425279427,-8.79958890655678,-7.90239309344185,-7.38416050115439,-6.155114916561,-5.78300630322698,-5.13746508369495
"Hand-mediated cross-contamination",0.9,"More likely treatable",-6.75754696604761,-8.81724160983499,-7.92004581070883,-7.4018132157658,-6.17276761841171,-5.80065899525329,-5.15511765134032
"Hand-mediated cross-contamination",1,"More likely treatable",-6.77479601597183,-8.83449069682135,-7.93729485978122,-7.41906226792799,-6.19001665720465,-5.81790802499826,-5.17236656445708
"Hand-mediated cross-contamination",1.1,"More likely treatable",-6.79132214994217,-8.85101679954722,-7.95382099412037,-7.43558840476067,-6.20654278122716,-5.83443414077629,-5.18889257466623
"Hand-mediated cross-contamination",1.2,"More likely treatable",-6.80772445876445,-8.86741913573577,-7.970223306102,-7.45199071353698,-6.22294508090796,-5.85083643248832,-5.20529476682254
"Hand-mediated cross-contamination",1.3,"More likely treatable",-6.82362523051212,-8.88331992365954,-7.98612408168333,-7.4678914875341,-6.23884584411427,-5.86673718838122,-5.22119543060891
"Hand-mediated cross-contamination",1.4,"More likely treatable",-6.83893070253815,-8.89862538394606,-8.0014295575319,-7.4831969613044,-6.25415130856903,-5.88204264594065,-5.23650080349134
"Hand-mediated cross-contamination",1.5,"More likely treatable",-6.85431768843972,-8.91401234932768,-8.01681654195583,-7.4985839487284,-6.26953828666911,-5.89742961748351,-5.25188769407992
"Hand-mediated cross-contamination",1.6,"More likely treatable",-6.86886035574452,-8.92855502509485,-8.03135921075221,-7.5131266163331,-6.28408094697694,-5.91197227185667,-5.26643027562341
"Hand-mediated cross-contamination",1.7,"More likely treatable",-6.88318535143124,-8.94288001103309,-8.04568420406762,-7.52745161283988,-6.29840593696791,-5.92629725600321,-5.28075519164659
"Hand-mediated cross-contamination",1.8,"More likely treatable",-6.89709601674838,-8.95679069633643,-8.05959487765633,-7.5413622780001,-6.31231659607966,-5.94020790993586,-5.29466578220076
"Hand-mediated cross-contamination",1.9,"More likely treatable",-6.91085486960581,-8.97054954475583,-8.07335372348412,-7.55512113457152,-6.32607544392648,-5.95396675263327,-5.30842456578174
"Hand-mediated cross-contamination",2,"More likely treatable",-6.92401060771606,-8.98370524112625,-8.08650946398405,-7.56827687439922,-6.3392311767478,-5.96712248088257,-5.32158023993505
"Hand-mediated cross-contamination",2.1,"More likely treatable",-6.93680792950754,-8.9965025824379,-8.0993067847084,-7.58107419387888,-6.35202849385053,-5.97991979343389,-5.33437750200253
"Hand-mediated cross-contamination",2.2,"More likely treatable",-6.94912238090004,-9.00881708845324,-8.11162124439529,-7.59338864692829,-6.36434294127996,-5.99223423683428,-5.34669189935061
"Hand-mediated cross-contamination",2.3,"More likely treatable",-6.96118865361428,-9.02088336570372,-8.12368751556717,-7.60545492290827,-6.37640920971635,-6.00430050128845,-5.35875812060123
"Hand-mediated cross-contamination",2.4,"More likely treatable",-6.97297508176703,-9.03266977468393,-8.13547394409469,-7.61724134924133,-6.3881956342242,-6.01608692189785,-5.37054450117808
"Hand-mediated cross-contamination",2.5,"Less likely treatable",-6.98419041361484,-9.04388512960581,-8.14668927004836,-7.62845668015967,-6.39941096226579,-6.02730224686787,-5.3817597898384
"Hand-mediated cross-contamination",2.6,"Less likely treatable",-6.99526503925525,-9.05495970990248,-8.15776390347845,-7.63953130695454,-6.41048558537436,-6.03837686646424,-5.39283437518868
"Hand-mediated cross-contamination",2.7,"Less likely treatable",-7.00591681907178,-9.06561152735664,-8.16841568332334,-7.65018308938406,-6.42113736215318,-6.04902864025181,-5.40348611787566
"Hand-mediated cross-contamination",2.8,"Less likely treatable",-7.0162519013726,-9.07594655006084,-8.17875076797265,-7.66051817309873,-6.4314724419823,-6.05936371718205,-5.41382116590971
"Hand-mediated cross-contamination",2.9,"Less likely treatable",-7.02623539458022,-9.08593005242148,-8.18873425577635,-7.67050166419928,-6.44145593213744,-6.06934720492097,-5.42380462686684
"Hand-mediated cross-contamination",3,"Less likely treatable",-7.03587901931375,-9.09557366919739,-8.19837788804125,-7.68014528897943,-6.45109955439114,-6.07899082447663,-5.43344822194457
"Hand-mediated cross-contamination",3.1,"Less likely treatable",-7.04507878717483,-9.10477346856031,-8.20757765047644,-7.68934505459941,-6.46029932097543,-6.08819058845584,-5.44264796401261
"Hand-mediated cross-contamination",3.2,"Less likely treatable",-7.0542406030117,-9.11393531735114,-8.21673947069321,-7.69850687556403,-6.46946113451043,-6.09735239976006,-5.4518097542287
"Hand-mediated cross-contamination",3.3,"Less likely treatable",-7.06280902086229,-9.12250373401517,-8.22530789072145,-7.70707529253908,-6.47802955108643,-6.10592081439027,-5.46037815010126
"Hand-mediated cross-contamination",3.4,"Less likely treatable",-7.07113166510999,-9.13082636849694,-8.23363053036857,-7.71539793703285,-6.48635219314098,-6.11424345446942,-5.46870077310135
"Hand-mediated cross-contamination",3.5,"Less likely treatable",-7.07947091793028,-9.13916557941492,-8.24196978845307,-7.72373719131756,-6.4946914454307,-6.12258270472587,-5.477040006956
"Hand-mediated cross-contamination",3.6,"Less likely treatable",-7.08730313169625,-9.14699778698567,-8.24980200343151,-7.73156940723656,-6.50252365797276,-6.13041491564827,-5.48487220313157
"Hand-mediated cross-contamination",3.7,"Less likely treatable",-7.0949115276833,-9.15460625173771,-8.25741040033403,-7.73917779995366,-6.51013205134589,-6.13802330732045,-5.49248058160677
"Hand-mediated cross-contamination",3.8,"Less likely treatable",-7.10224348143157,-9.16193814218967,-8.26474234696812,-7.74650975424269,-6.51746400456392,-6.1453552589125,-5.4998125209149
"Hand-mediated cross-contamination",3.9,"Less likely treatable",-7.109141343204,-9.16883602865097,-8.27164020686136,-7.75340761764791,-6.52436186556865,-6.15225311840777,-5.5067103695052
"Hand-mediated cross-contamination",4,"Less likely treatable",-7.1159083209266,-9.1756029453482,-8.27840718226812,-7.76017459491865,-6.53112884234087,-6.15902009364112,-5.51347733450019
"Hand-mediated cross-contamination",4.1,"Less likely treatable",-7.12252943314454,-9.18222404936587,-8.28502830285321,-7.76679570770216,-6.53774995331434,-6.16564120338957,-5.52009843500781
"Hand-mediated cross-contamination",4.2,"Less likely treatable",-7.128737073156,-9.18843177401993,-8.29123593859494,-7.77300334658257,-6.54395759214364,-6.17184884111495,-5.52630606430359
"Hand-mediated cross-contamination",4.3,"Less likely treatable",-7.13489581615153,-9.19459047761616,-8.29739468800688,-7.77916208722597,-6.55011633416669,-6.17800758191569,-5.53246479746465
"Hand-mediated cross-contamination",4.4,"Less likely treatable",-7.14057139474271,-9.20026605539322,-8.30307025673949,-7.78483767269598,-6.5557919137708,-6.1836831604111,-5.53814036915269
"Hand-mediated cross-contamination",4.5,"Less likely treatable",-7.14633711712083,-9.20603181983555,-8.30883599148641,-7.79060339059192,-6.56155763511113,-6.18944888046226,-5.54390608282003
"Hand-mediated cross-contamination",4.6,"Less likely treatable",-7.15167658129183,-9.21137125286558,-8.31417545032042,-7.79594285725041,-6.56689709917098,-6.1947883436586,-5.54924554037187
"Hand-mediated cross-contamination",4.7,"Less likely treatable",-7.15682626539567,-9.21652091212674,-8.31932513597316,-7.80109254168269,-6.57204678293894,-6.19993802686121,-5.55439521852875
"Hand-mediated cross-contamination",4.8,"Less likely treatable",-7.16179705781684,-9.22149173785852,-8.3242959267149,-7.80606333041946,-6.57701757460926,-6.20490881725066,-5.5593660043413
"Hand-mediated cross-contamination",4.9,"Less likely treatable",-7.16668876271108,-9.22638342978916,-8.32918763947474,-7.81095503715248,-6.58190927934634,-6.20980052120704,-5.56425770410402
"Hand-mediated cross-contamination",5,"Less likely treatable",-7.17131159132998,-9.23100629153658,-8.33381045701726,-7.81557786277292,-6.58653210668409,-6.21442334771497,-5.56888052707218
"Hand-mediated cross-contamination",5.1,"Less likely treatable",-7.17570777476939,-9.23540238781351,-8.33820664954603,-7.81997404601624,-6.59092829105592,-6.21881953128306,-5.57327670727623
"Hand-mediated cross-contamination",5.2,"Less likely treatable",-7.18006265625663,-9.23975734150131,-8.3425615225202,-7.8243289276172,-6.59528317153812,-6.22317441106058,-5.5776315841691
"Hand-mediated cross-contamination",5.3,"Less likely treatable",-7.18411917193706,-9.24381384372647,-8.34661804030047,-7.82838544865094,-6.59933968678604,-6.22723092578693,-5.58168809620685
"Hand-mediated cross-contamination",5.4,"Less likely treatable",-7.18797872334544,-9.24767340113194,-8.3504775992962,-7.83224499947794,-6.60319923745503,-6.23109047583424,-5.58554764399314
"Hand-mediated cross-contamination",5.5,"Less likely treatable",-7.19176856221556,-9.25146319724475,-8.35426743178317,-7.83603483537934,-6.60698907700383,-6.23488031450161,-5.58933748077635
"Hand-mediated cross-contamination",5.6,"Less likely treatable",-7.19539536638777,-9.2550900760203,-8.35789423830863,-7.8396616434684,-6.61061588048937,-6.23850711757621,-5.59296428195585
"Hand-mediated cross-contamination",5.7,"Less likely treatable",-7.19895163189226,-9.25864628851452,-8.36145050178649,-7.84321791024823,-6.61417214590813,-6.24206338265345,-5.59652054537242
"Hand-mediated cross-contamination",5.8,"Less likely treatable",-7.20226201749269,-9.26195661515929,-8.36476088378043,-7.84652829235615,-6.61748253126015,-6.24537376706555,-5.59983092847269
"Hand-mediated cross-contamination",5.9,"Less likely treatable",-7.20541621603815,-9.2651108678921,-8.3679150866095,-7.84968249463381,-6.62063673038777,-6.24852796604478,-5.60298512638831
"Hand-mediated cross-contamination",6,"Less likely treatable",-7.20789480795949,-9.26758941812806,-8.37039368445545,-7.85216108341903,-6.62311532152762,-6.25100655663021,-5.60546371623507
"Hand-mediated cross-contamination",6.1,"Less likely treatable",-7.21150476743729,-9.27119939662972,-8.37400363076158,-7.85577104352541,-6.62672528088015,-6.25461651573703,-5.60907367424007
"Hand-mediated cross-contamination",6.2,"Less likely treatable",-7.21430229677742,-9.2739970202927,-8.37680116603025,-7.85856856911191,-6.62952280994391,-6.2574140443407,-5.61187120207782
"Hand-mediated cross-contamination",6.3,"Less likely treatable",-7.21700448005977,-9.27669915889957,-8.3795033494873,-7.86127075540794,-6.63222499416924,-6.26011622800354,-5.6145733852083
"Hand-mediated cross-contamination",6.4,"Less likely treatable",-7.21968903031838,-9.27938371810851,-8.38218790123311,-7.86395530385418,-6.6349095435221,-6.26280077687251,-5.61725793366538
"Hand-mediated cross-contamination",6.5,"Less likely treatable",-7.22220600146683,-9.28190065797942,-8.38470487612473,-7.8664722804615,-6.63742651550752,-6.26531774849903,-5.61977490485607
"Hand-mediated cross-contamination",6.6,"Less likely treatable",-7.22454143483367,-9.28423609926466,-8.38704030606642,-7.8688077111969,-6.63976194852689,-6.26765318122798,-5.62211033730341
"Hand-mediated cross-contamination",6.7,"Less likely treatable",-7.22687167711709,-9.28656635172852,-8.38937055181828,-7.87113794656763,-6.64209219028755,-6.26998342277015,-5.62444057870419
"Hand-mediated cross-contamination",6.8,"Less likely treatable",-7.22910553431142,-9.28880021782832,-8.39160440743116,-7.87337180862449,-6.64432604726639,-6.27221727924851,-5.62667443520633
"Hand-mediated cross-contamination",6.9,"Less likely treatable",-7.23120645192459,-9.29090109189001,-8.39370532547091,-7.87547272498159,-6.64642696625014,-6.27431819811755,-5.62877535393557
"Hand-mediated cross-contamination",7,"Less likely treatable",-7.23322283523515,-9.29291751977784,-8.39572170370806,-7.87748910921903,-6.64844334894362,-6.27633458070112,-5.63079173647211
"Hand-mediated cross-contamination",7.1,"Less likely treatable",-7.23519078437714,-9.29488544726698,-8.39768964523658,-7.87945706060119,-6.65041129786788,-6.27830252933801,-5.63275968512214
"Hand-mediated cross-contamination",7.2,"Less likely treatable",-7.23705990089551,-9.29675451327433,-8.39955877679299,-7.88132617555939,-6.65228041554525,-6.28017164661661,-5.63462880258317
"Hand-mediated cross-contamination",7.3,"Less likely treatable",-7.23885007586056,-9.29854477970222,-8.40134895496532,-7.88311635391039,-6.65407058943549,-6.28196182058623,-5.63641897671701
"Hand-mediated cross-contamination",7.4,"Less likely treatable",-7.24060080800308,-9.30029547439994,-8.40309967502534,-7.88486708298842,-6.6558213215102,-6.28371255236317,-5.63816970862168
"Hand-mediated cross-contamination",7.5,"Less likely treatable",-7.24226102139184,-9.30195563908309,-8.40475989074131,-7.88652729542621,-6.65748153536334,-6.28537276571614,-5.63982992225452
"Hand-mediated cross-contamination",7.6,"Less likely treatable",-7.24382198992478,-9.30351664028155,-8.40632086553203,-7.88808826891094,-6.65904250412523,-6.28693373428772,-5.64139089106832
"Hand-mediated cross-contamination",7.7,"Less likely treatable",-7.24535620662422,-9.30505086049111,-8.40785507257052,-7.88962248392995,-6.66057672035969,-6.2884679504542,-5.6429251074539
"Hand-mediated cross-contamination",7.8,"Less likely treatable",-7.2467951983989,-9.30648992583949,-8.40929406183833,-7.89106147304009,-6.662015711336,-6.2899069409888,-5.64436409841551
"Hand-mediated cross-contamination",7.9,"Less likely treatable",-7.24823308858769,-9.30792770089979,-8.41073195042559,-7.89249936217252,-6.66345360130077,-6.29134483111353,-5.64580198875334
"Hand-mediated cross-contamination",8,"Less likely treatable",-7.24953037684684,-9.3092249847981,-8.41202925653821,-7.89379665242864,-6.66475089104762,-6.29264212073706,-5.64709927870007
"Hand-mediated cross-contamination",8.1,"Less likely treatable",-7.25081988935916,-9.31051452497475,-8.41331876004772,-7.8950861657366,-6.66604040364289,-6.29393163307188,-5.64838879132024
"Hand-mediated cross-contamination",8.2,"Less likely treatable",-7.2520937806353,-9.31178843138909,-8.41459265156099,-7.8963600541212,-6.66731429511248,-6.29520552429338,-5.64966268297738
"Hand-mediated cross-contamination",8.3,"Less likely treatable",-7.25323052692971,-9.31292522662705,-8.41572940364388,-7.89749680735416,-6.66845104123095,-6.296342270333,-5.65079942935502
"Hand-mediated cross-contamination",8.4,"Less likely treatable",-7.25440368977921,-9.31409839524546,-8.41690256960732,-7.89866996750171,-6.66962420437444,-6.29751543350338,-5.65197259272276
"Hand-mediated cross-contamination",8.5,"Less likely treatable",-7.25548699770179,-9.3151816801445,-8.41798586795143,-7.89975326861167,-6.67070751150216,-6.29859874029845,-5.65305589991973
"Hand-mediated cross-contamination",8.6,"Less likely treatable",-7.25651079763003,-9.31620545545472,-8.41900966708328,-7.90077707165127,-6.67173131152872,-6.29962254006916,-5.65407970002747
"Hand-mediated cross-contamination",8.7,"Less likely treatable",-7.25752933767665,-9.317223942353,-8.42002821211131,-7.90179561371009,-6.67274985180657,-6.30064108030412,-5.65509824055017
"Hand-mediated cross-contamination",8.8,"Less likely treatable",-7.25847062744629,-9.31816526740471,-8.42096949998135,-7.90273690402805,-6.67369114190766,-6.30158237026738,-5.65603953088454
"Hand-mediated cross-contamination",8.9,"Less likely treatable",-7.25941726863077,-9.31911195475327,-8.42191614436598,-7.90368354529233,-6.6746377836243,-6.30252901168917,-5.65698617262638
"Hand-mediated cross-contamination",9,"Less likely treatable",-7.26030585083623,-9.32000056522928,-8.42280471959408,-7.90457212989711,-6.67552636599346,-6.30341759403996,-5.65787475533752
"Hand-mediated cross-contamination",9.1,"Less likely treatable",-7.26112577603486,-9.32082044267917,-8.42362464630908,-7.90539205526204,-6.67634629057894,-6.30423751880651,-5.65869468038998
"Hand-mediated cross-contamination",9.2,"Less likely treatable",-7.26195599860979,-9.32165066836847,-8.42445486228354,-7.90622228098346,-6.67717651379643,-6.30506774208695,-5.65952490406558
"Hand-mediated cross-contamination",9.3,"Less likely treatable",-7.26274420615437,-9.32243881931245,-8.42524307433716,-7.90701048546865,-6.67796472188142,-6.30585594955609,-5.66031311191375
"Hand-mediated cross-contamination",9.4,"Less likely treatable",-7.26346966420147,-9.32316436775807,-8.42596854204624,-7.90773594025491,-6.67869017874686,-6.30658140653798,-5.66103856922074
"Hand-mediated cross-contamination",9.5,"Less likely treatable",-7.2642203379093,-9.32391501757323,-8.42671920542267,-7.90848661557878,-6.67944085294881,-6.30733208093812,-5.66178924388617
"Hand-mediated cross-contamination",9.6,"Less likely treatable",-7.26489966697653,-9.32459437074238,-8.42739853490601,-7.90916594127651,-6.68012018135997,-6.30801140909569,-5.66246857241071
"Hand-mediated cross-contamination",9.7,"Less likely treatable",-7.2655666929957,-9.32526132853177,-8.42806556925943,-7.90983296787657,-6.68078720882127,-6.30867843628562,-5.66313559990344
"Hand-mediated cross-contamination",9.8,"Less likely treatable",-7.26621382778817,-9.32590847955572,-8.4287126935683,-7.91048010772296,-6.68143434275209,-6.30932557009066,-5.66378273401689
"Hand-mediated cross-contamination",9.9,"Less likely treatable",-7.26682881083334,-9.326523461916,-8.42932767581894,-7.91109508999525,-6.68204932598479,-6.30994055337087,-5.66439771755999
"Hand-mediated cross-contamination",10,"Less likely treatable",-7.26741373437652,-9.32710839024372,-8.42991260963927,-7.9116800152096,-6.6826342488955,-6.31052547621422,-5.66498264072419
